"Rank","Club","CCS ID","Swimmer","Seed 													 														Time","Data Source","Finals 													 													Pl"
"1","UCSD","24341","Swift, Erin","26.75","Stopwatch",""
"2","GTSC","21331","Fulton, Rachel","27.05","Stopwatch",""
"3","CPSC","29027","Javor, Brooke","27.30","Stopwatch",""
"4","UVA","27280","Miller, Elizabeth","27.35","Stopwatch",""
"5","UCR","38362","Lui, Nadia","27.42","Stopwatch",""
"6","SCUW","38628","Darling, Emma","27.63","Stopwatch",""
"7","TAMPA","34966","Crum, Samantha","27.67","Stopwatch",""
"8","CAL","24427","Ng, Amanda","27.85","Stopwatch",""
"9","UMD","30528","Woo, Ashley","27.95","Stopwatch",""
"10","MSUSC","27929","Alguire, Allison","27.97","Stopwatch",""
"10","CCU","26942","Caceres, Deanna","27.97","Stopwatch",""
"12","SCAR","29493","Sugra, Paige","28.03","Stopwatch",""
"13","AUB","33627","Gavin, Anna","28.08","Stopwatch",""
"14","GTSC","33629","Ochoa, Iris","28.19","Stopwatch",""
"15","CSOSU","27643","Krogman, Clara","28.25","Stopwatch",""
"16","GCUC","27806","Creager, Emma","28.32","Stopwatch",""
"17","WVAU","34228","Hoover, Davia","28.37","Stopwatch",""
"17","GCUC","16157","Tamblyn, Sophia","28.37","Stopwatch",""
"19","UCONN","22760","Freitas, Vivian","28.38","Stopwatch",""
"19","PSU","25303","Good, Chelsea","28.38","Stopwatch",""
"21","W&M","36805","Cole, Madeleine","28.52","Stopwatch",""
"22","UMCS","16037","Corder, Bel","28.53","Stopwatch",""
"23","SCIU","27691","Machado, Madi","28.66","Stopwatch",""
"24","UGAS","12287","Dolson, Emma","28.67","Stopwatch",""
"24","VTECH","35566","Walsh, Kelly","28.67","Stopwatch",""
"26","JMU","13844","Boggess, Meredith","28.69","Stopwatch",""
"27","CMUCS","31405","Huang, Susan","28.73","Stopwatch",""
"28","USU","34879","Hunter, Ainsley","28.75","Stopwatch",""
"28","UCR","38334","Tran, Yvonne","28.75","Stopwatch",""
"30","UTES","27842","Brodigan, Anna","28.79","Stopwatch",""
"30","CSU","36016","Oconnor, Leigha","28.79","Stopwatch",""
"32","FLOR","28918","Huewe, Olivia","28.81","Stopwatch",""
"33","TCUSC","36693","Hand, Hope","28.82","Stopwatch",""
"34","MOFO","14673","Griffith, Abbie","28.83","Stopwatch",""
"34","UVA","26358","Ha, Elise","28.83","Stopwatch",""
"36","CPSC","37266","Lin, Samantha","28.84","Stopwatch",""
"37","UCSD","17354","Ishii, Yu","28.87","Stopwatch",""
"38","MARQ","36542","Legg, Natalie","28.88","Stopwatch",""
"39","FSUC","34922","Houck, Madison","28.89","Stopwatch",""
"39","UOFO","38521","Larsen, Lauren","28.89","Stopwatch",""
"41","CSOSU","34816","Wood, Kiera","28.90","Stopwatch",""
"42","UDSC","27381","Bui, Angeline","28.94","Stopwatch",""
"42","UCONN","38677","Pan, Ellen","28.94","Stopwatch",""
"44","SLUSC","28691","DiPietre, Isabelle","28.96","Stopwatch",""
"45","WUSTL","37723","Buchanan, Anita","28.98","Stopwatch",""
"46","GCUC","24377","Bergevin, Emily","28.99","Stopwatch",""
"47","UDSC","37748","Lynch, Emily","29.01","Stopwatch",""
"48","GCUC","35065","Wilson, Gracie","29.02","Stopwatch",""
"49","UCSD","37164","Khan, Olivia","29.04","Stopwatch",""
"49","CPSC","22845","McCarron, Ella","29.04","Stopwatch",""
"51","UVA","34098","Womack, Kristen","29.05","Stopwatch",""
"52","UTES","15812","Harvey, Emily","29.09","Stopwatch",""
"53","UGAS","33825","Krzyzaniak, Alexis","29.11","Stopwatch",""
"54","PSU","34694","Bissett, Sage","29.13","Stopwatch",""
"55","UNCCH","39240","Roberts, Lauren","29.16","Stopwatch",""
"56","CSOSU","33752","Hoffman, Ashlyn","29.20","Stopwatch",""
"57","CSU","35127","Barr, Lindsay","29.23","Stopwatch",""
"57","NEAST","28793","Guo, Deanna","29.23","Stopwatch",""
"59","YALE","38143","Jones, Tessa","29.25","Stopwatch",""
"60","CU","16889","Livingood, Kati","29.26","Stopwatch",""
"61","GTSC","33861","Wang, Mingqi","29.29","Stopwatch",""
"62","UKCS","33865","Hammons, Ava","29.32","Stopwatch",""
"63","JMU","33748","Aman, Sarah","29.37","Stopwatch",""
"63","TAMCS","32999","Hegar, Claire","29.37","Stopwatch",""
"65","NEAST","29478","Hollis, Abby","29.39","Stopwatch",""
"65","UMICH","22511","Kawai, Gloria","29.39","Stopwatch",""
"65","FSUC","34389","Newcome, Ava","29.39","Stopwatch",""
"68","TULSC","36608","Mayol, Susana","29.41","Stopwatch",""
"69","UCONN","28679","Ly, Grace","29.44","Stopwatch",""
"70","NUIL","37313","Gillum, Connie","29.45","Stopwatch",""
"70","UMICH","29568","Pederson, Jordan","29.45","Stopwatch",""
"72","SBU","36330","Corcuera, Carolina","29.47","Stopwatch",""
"72","MARQ","37782","Wetmore, Jordi","29.47","Stopwatch",""
"74","TAMPA","35469","Wittholz, Kate","29.49","Stopwatch",""
"75","GWCS","23010","Rowe, Bria","29.50","Stopwatch",""
"76","SCUW","31368","Sautebin, Alaina","29.53","Stopwatch",""
"77","CSOSU","36641","Das, Cameron","29.57","Stopwatch",""
"78","UGAS","13907","Body, Reagan","29.61","Stopwatch",""
"78","UCONN","28393","Tullo, Paige","29.61","Stopwatch",""
"80","NSUSC","28579","Gifford, Charlotte","29.62","Stopwatch",""
"80","UCI","30180","Hoshina, Rin","29.62","Stopwatch",""
"82","GWCS","38599","Chan, Megan","29.66","Stopwatch",""
"82","BCST","27395","Parisi, Kate","29.66","Stopwatch",""
"84","AUB","34978","Mathis, Amber","29.68","Stopwatch",""
"85","FSUC","21124","Kelly, Jemma","29.69","Stopwatch",""
"85","BGCS","26895","Malach, Elaina","29.69","Stopwatch",""
"87","UCONN","22862","Mooers, Fiona","29.70","Stopwatch",""
"88","VTECH","36259","Granger, Bermuda","29.71","Stopwatch",""
"88","SYR","27967","Horst, Genae","29.71","Stopwatch",""
"90","VCU","37972","Radcliffe, Lauren","29.82","Stopwatch",""
"91","CAL","24351","Matheson, Allyn","29.83","Stopwatch",""
"91","UVA","20090","Nguyen, Kha-An","29.83","Stopwatch",""
"93","SCUW","24091","Bierley, Emma","29.86","Stopwatch",""
"94","UNCCH","26990","Berge, Isabel","29.91","Stopwatch",""
"94","UNC","35157","Knowles, Sophia","29.91","Stopwatch",""
"94","PSU","28980","Schuster, Ava","29.91","Stopwatch",""
"97","UGAS","26931","Dee, Becca","29.95","Stopwatch",""
"97","UCONN","28404","Hazard, Reilly","29.95","Stopwatch",""
"99","CLT","28538","Harbert, Jill","29.96","Stopwatch",""
"100","CSU","39311","Meek, Katherine","29.97","Stopwatch",""
"101","SCUW","17960","Badillo, Natalia","29.98","Stopwatch",""
"102","PURD","35485","Spada, Alex","30.01","Stopwatch",""
"103","PSU","34891","Cusack, Caroline","30.02","Stopwatch",""
"103","W&M","33112","Haddad, Maria","30.02","Stopwatch",""
"105","PSU","20417","Dye, Amelia","30.03","Stopwatch",""
"105","PURD","28677","Michela, Caylee","30.03","Stopwatch",""
"107","TAMCS","17898","Castro, Cali","30.05","Stopwatch",""
"107","MIZZ","31932","Mohart, Ava","30.05","Stopwatch",""
"109","MIZZ","23858","Colombo, Madison","30.06","Stopwatch",""
