"Rank","Club","CCS ID","Swimmer","Seed 													 														Time","Data Source","Finals 													 													Pl"
"113","UVA","34057","Armitage, Kyle","54.24","Stopwatch",""
"113","CSOSU","35831","Franz, John","54.24","Stopwatch",""
"115","UCSD","37898","Duong, Kenneth","54.25","Stopwatch",""
"115","SCU","36968","Gorji, Aveed","54.25","Stopwatch",""
"115","SANTA","30491","Robison, Owen","54.25","Stopwatch",""
"118","W&M","37213","Leon Guerrero, Ty","54.27","Stopwatch",""
"119","SCU","35389","Vattuone, Ryan","54.29","Stopwatch",""
"120","LU","33990","Hall, Aaron","54.30","Stopwatch",""
"121","CU","26794","Albright, Ryan","54.31","Stopwatch",""
"122","CSOSU","34925","Emerman, Josh","54.32","Stopwatch",""
"122","VTECH","28473","Sleptsov, Alex","54.32","Stopwatch",""
"124","MARQ","15783","Zgorski, Kyle","54.35","Stopwatch",""
"125","UMD","30267","Harada, Jack","54.36","Stopwatch",""
"126","UTES","33741","Collins, Steven","54.37","Stopwatch",""
"126","LUSC","37877","Kane, Owen","54.37","Stopwatch",""
"128","DUQCS","37869","Cianflone, Mason","54.38","Stopwatch",""
"129","ISC","30457","Marchand, Henri","54.42","Stopwatch",""
"129","CPSC","18326","Masten, Noah","54.42","Stopwatch",""
"131","ISC","29853","McNally, Michael","54.43","Stopwatch",""
"132","FGCU","37693","Crabb, Nick","54.45","Stopwatch",""
"132","PURD","35614","Kajarekar, Saahil","54.45","Stopwatch",""
"134","SBU","29765","Chau, Calvin","54.46","Stopwatch",""
"135","UPENN","28997","Chang, Dominic","54.47","Stopwatch",""
"135","UMCS","28266","Pugh, Boyd","54.47","Stopwatch",""
"137","SCUCD","31594","Ly, Calvin","54.50","Stopwatch",""
"138","NDSC","24495","Burke, Brandon","54.51","Stopwatch",""
"139","GCUC","16138","Hoang, Tyler","54.54","Stopwatch",""
"139","LU","39080","Rasoumoff, Paul","54.54","Stopwatch",""
"141","CAL","27508","Desai, Kaneiya","54.58","Stopwatch",""
"142","USCA","24944","Wang, Nansen","54.59","Stopwatch",""
"143","MSUSC","35373","Blair, Dillon","54.60","Stopwatch",""
"144","UCLAS","24948","Chen, Bryan","54.67","Stopwatch",""
"145","CAL","24489","Qi, Henry","54.68","Stopwatch",""
"146","UCLAS","37531","Redline, Brody","54.69","Stopwatch",""
"146","FLOR","34440","Wu, Charlie","54.69","Stopwatch",""
"146","CAL","37259","Zhang, Wentao","54.69","Stopwatch",""
"149","UCR","33354","Tomasello, Jonathan","54.70","Stopwatch",""
"150","UCFFL","25176","Christensen, Brandon","54.74","Stopwatch",""
"150","WUSTL","27916","Hopkins, Braden","54.74","Stopwatch",""
"152","PSU","34846","Cheslock, Carter","54.75","Stopwatch",""
"152","SCUW","16457","Skantz, Joseph","54.75","Stopwatch",""
"154","CMU","34927","Graves, Declan","54.78","Stopwatch",""
"154","UMD","17249","Greigg, Daniel","54.78","Stopwatch",""
"156","UMICH","34450","Simkus, Lukas","54.80","Stopwatch",""
"157","UDSC","21360","Jones, Ryan","54.84","Stopwatch",""
"157","GCUC","39167","Lindeman, Ethan","54.84","Stopwatch",""
"157","UMICH","18690","Loi, Kyle","54.84","Stopwatch",""
"160","MSUSC","36494","Davis, Issac","54.85","Stopwatch",""
"160","FLOR","37351","Tang, Jonathan","54.85","Stopwatch",""
"162","PITT","15383","Stratimirovic, Stefan","54.86","Stopwatch",""
"163","UMD","33853","Karcheuski, Daniel","54.87","Stopwatch",""
"163","GMUSC","39667","Spence, Ian","54.87","Stopwatch",""
"163","LSCUT","37865","Walter, Cam","54.87","Stopwatch",""
