"Rank","Club","CCS ID","Swimmer","Seed 													 														Time","Data Source","Finals 													 													Pl"
"1","GCUC","27803","Parish, Isabella","2:20.80","Stopwatch",""
"2","CSU","13808","Keown, Erin","2:24.94","Stopwatch",""
"3","FSUC","20922","Marim, Isabella","2:29.54","Stopwatch",""
"4","GMUSC","31465","Czirjak, Evelyn","2:29.64","Stopwatch",""
"5","CPSC","36386","Kwan, Scarlet","2:30.29","Stopwatch",""
"6","FSUC","34430","Catalasan, Mariann","2:31.78","Stopwatch",""
"7","UTC","27576","Chatard, Elizabeth","2:32.96","Stopwatch",""
"8","AZCS","24028","Medina, Valeria","2:33.63","Stopwatch",""
"9","NAUCS","39282","Seppala, Sarah","2:33.81","Stopwatch",""
"10","PSU","34974","Sullivan, Kaitlyn","2:34.14","Stopwatch",""
"11","FLOR","15316","Vroon, Katelyn","2:34.74","Stopwatch",""
"12","UMD","33669","Cronan, Hailey","2:34.79","Stopwatch",""
"13","UTES","27285","Harward, Madi","2:35.32","Stopwatch",""
"14","CAL","24425","Zhang, Emma","2:35.64","Stopwatch",""
"15","FGCU","39362","Phillips, Georgia","2:36.09","Stopwatch",""
"16","UVA","20078","Lionberger, Emily","2:36.63","Stopwatch",""
"17","JMU","22826","Hamilton, Callie","2:36.86","Stopwatch",""
"18","OSU","33536","Curran, Sofie","2:37.32","Stopwatch",""
"19","NCSU","27282","Miller, Rita","2:37.47","Stopwatch",""
"20","UKCS","29816","Quinn, Riley","2:37.51","Stopwatch",""
"21","SCUW","15040","DeVillers, Samantha","2:38.07","Stopwatch",""
"22","GTOWN","36427","Rickey, Mason","2:38.21","Stopwatch",""
"23","UMCS","35321","Hemmett, Marin","2:38.41","Stopwatch",""
"24","SANTA","36790","Ruppe, Mackenzie","2:38.51","Stopwatch",""
"25","CAL","38720","Cheung, Asta","2:38.60","Stopwatch",""
"26","GCUC","13204","Paredes, Savanna","2:38.76","Stopwatch",""
"27","UNCCH","20467","Strout, Jennifer","2:38.79","Stopwatch",""
"28","UVA","21325","Ely, Birch","2:38.97","Stopwatch",""
"29","FSUC","36809","Lorber, Suhzanne","2:39.18","Stopwatch",""
"30","GWCS","36543","Simeone, Megan","2:39.30","Stopwatch",""
"31","VTECH","17953","Morton, Lindsay","2:39.44","Stopwatch",""
"32","UVA","34046","Saidi, Layla","2:39.48","Stopwatch",""
"33","ASU","28863","Harvey, Hannah","2:39.50","Stopwatch",""
"34","UCLAS","37995","Wu, Claire","2:39.60","Stopwatch",""
"35","NEAST","23671","Rossi, Elena","2:39.86","Stopwatch",""
"36","JMU","33718","Smith, Lauren","2:39.95","Stopwatch",""
"37","ASU","34830","Hewage, Sayuri","2:40.07","Stopwatch",""
"38","OUSD","39349","Schmidt, Kara","2:40.11","Stopwatch",""
"39","UMICH","28536","Socha, Megan","2:40.45","Stopwatch",""
"40","CMUCS","25778","Khan, Isabel","2:40.78","Stopwatch",""
"41","SEMO","33942","Noland, Audrey","2:41.02","Stopwatch",""
"42","GTSC","26598","Elvambuena, Ellaisa","2:41.04","Stopwatch",""
"43","CSOSU","25951","Filicette, Jordan","2:41.58","Stopwatch",""
"44","SCUW","21510","Mezera, Jaiden","2:41.99","Stopwatch",""
"45","UCS","34387","Kelleher, Hannah","2:42.16","Stopwatch",""
"46","CU","31989","Horan, Georgia","2:42.17","Stopwatch",""
"47","SCUW","31488","Reeder, Ellie","2:42.30","Stopwatch",""
"48","MOFO","36155","Dumstorff, Claire","2:42.43","Stopwatch",""
"49","DUKE","34883","Healy, Sierra","2:42.63","Stopwatch",""
"50","GCUC","27833","Gross, Hannah","2:42.77","Stopwatch",""
"51","USCA","23929","Shui, Lilly","2:42.91","Stopwatch",""
"52","UMICH","22448","Ugorowski, Gemma","2:43.10","Stopwatch",""
"53","TTUSC","38399","Bridges, Brooke","2:43.29","Stopwatch",""
"54","LYNX","25812","Cattles, Anna","2:43.32","Stopwatch",""
"55","FSUC","27331","Ashley, Ella","2:43.36","Stopwatch",""
"56","GTSC","14592","Yie, Emiley","2:43.47","Stopwatch",""
"57","VCU","30298","Saunders, Alicia","2:43.69","Stopwatch",""
"58","GTSC","26537","Wong, Tara","2:43.90","Stopwatch",""
"59","USU","27744","Cragun, Macie","2:44.17","Stopwatch",""
"60","WUSTL","28236","Levine, Emma","2:44.39","Stopwatch",""
"61","LYNX","35342","Dotson, Kiyah","2:44.54","Stopwatch",""
"62","SCUW","17960","Badillo, Natalia","2:44.57","Stopwatch",""
"63","CU","16916","McClendon, Annie","2:44.68","Stopwatch",""
"64","UTES","27367","Perry, Jillian","2:44.69","Stopwatch",""
"65","CAL","37773","Bunik, Alexandra","2:44.74","Stopwatch",""
"66","JMU","36760","Cervenak, Madison","2:44.97","Stopwatch",""
"67","BOISE","23103","Olson, Annika","2:45.06","Stopwatch",""
"68","NSUSC","35044","Avila Escobar, Camila","2:45.16","Stopwatch",""
"69","GCUC","36495","Rosin, Ava","2:45.18","Stopwatch",""
"70","SCU","32013","Liu, Yu-Tong","2:45.25","Stopwatch",""
"70","CAL","31931","Shaps, Ellie","2:45.25","Stopwatch",""
"72","ISC","29800","Gasperko, Ellie","2:45.26","Stopwatch",""
"73","PSU","34774","Hart, Kelly","2:45.27","Stopwatch",""
"74","BROWN","35078","Dulski, Isabella","2:45.34","Stopwatch",""
