"Rank","Club","CCS ID","Swimmer","Seed 													 														Time","Data Source","Finals 													 													Pl"
"1","GTSC","34004","Carlton, Delaney","25.16","Stopwatch",""
"2","AUB","33627","Gavin, Anna","25.32","Stopwatch",""
"3","UCR","38362","Lui, Nadia","25.40","Stopwatch",""
"4","LYNX","18888","Hunter, Maya","25.50","Stopwatch",""
"5","UVA","32277","Belsol, Gabriela","25.98","Stopwatch",""
"6","FLOR","24000","Fenton, Bella","26.12","Stopwatch",""
"7","ISUSC","36924","Mumper, Katelyn","26.29","Stopwatch",""
"8","SCUW","34007","Kaur, Jasnoor","26.45","Stopwatch",""
"9","FSUC","27338","Rosenkranz, Barbara","26.54","Stopwatch",""
"10","UGAS","12287","Dolson, Emma","26.69","Stopwatch",""
"11","CPSC","29027","Javor, Brooke","26.82","Stopwatch",""
"11","AUB","20485","King, Amanda","26.82","Stopwatch",""
"13","UMICH","22435","Johnson, Evyn","26.83","Stopwatch",""
"14","GTSC","33716","Freund, Gabrielle","26.84","Stopwatch",""
"15","VCS","28469","Dobrydney, Jackie","26.88","Stopwatch",""
"16","TAMPA","25988","Sheridan, Olivia","26.94","Stopwatch",""
"17","VTECH","35857","Fields, Colby","26.95","Stopwatch",""
"18","CU","16889","Livingood, Kati","26.98","Stopwatch",""
"19","CPSC","34768","Chu, Jessica","26.99","Stopwatch",""
"20","W&M","36805","Cole, Madeleine","27.04","Stopwatch",""
"20","FSUC","34477","Li, Adeline","27.04","Stopwatch",""
"20","MIZZ","31932","Mohart, Ava","27.04","Stopwatch",""
"23","CU","33971","Fisher, Isabel","27.05","Stopwatch",""
"24","GCUC","16157","Tamblyn, Sophia","27.07","Stopwatch",""
"25","UGAS","33904","Bierman, Caroline","27.10","Stopwatch",""
"26","UTES","15764","Bacon, Jeila","27.18","Stopwatch",""
"27","GCUC","24377","Bergevin, Emily","27.25","Stopwatch",""
"28","JMU","33748","Aman, Sarah","27.26","Stopwatch",""
"29","UCSD","24690","Henry, Ryan","27.28","Stopwatch",""
"29","FLOR","28892","Laur, Catie","27.28","Stopwatch",""
"29","CAL","24425","Zhang, Emma","27.28","Stopwatch",""
"32","UCCS","26303","Smith, Julianna","27.30","Stopwatch",""
"33","CSU","26499","Wick, Madison","27.33","Stopwatch",""
"34","UCCS","35775","Habel, Lydia","27.36","Stopwatch",""
"34","UCONN","22759","Raath, Ella","27.36","Stopwatch",""
"36","NAUCS","31587","Markle, Krista","27.43","Stopwatch",""
"37","TAMPA","28423","Gillespie, Blaire","27.45","Stopwatch",""
"38","CSU","36016","Oconnor, Leigha","27.55","Stopwatch",""
"39","UGAS","33825","Krzyzaniak, Alexis","27.56","Stopwatch",""
"40","NCSU","34347","Major, Carson","27.57","Stopwatch",""
"41","USCA","38481","Liew, Xiao Rou","27.58","Stopwatch",""
"42","AUB","33596","Austin, Whitney","27.61","Stopwatch",""
"43","GWCS","36859","Su, Yanlei","27.65","Stopwatch",""
"44","PSU","25303","Good, Chelsea","27.66","Stopwatch",""
"44","USU","34879","Hunter, Ainsley","27.66","Stopwatch",""
"44","CPSC","22845","McCarron, Ella","27.66","Stopwatch",""
"47","FLOR","28896","Perkins, Lily","27.69","Stopwatch",""
"48","UCSD","37163","Khan, Sonia","27.70","Stopwatch",""
"49","DEN","18898","O'Leary, Kate","27.71","Stopwatch",""
"50","CLT","34619","Donald, Morgan","27.74","Stopwatch",""
"51","PSU","36745","Johnson, Jaiden","27.75","Stopwatch",""
"51","UNCW","34721","Jones, Rachel","27.75","Stopwatch",""
"53","FLOR","28918","Huewe, Olivia","27.77","Stopwatch",""
"54","UMCS","33385","Lyons, Sadie","27.79","Stopwatch",""
"54","UMICH","29568","Pederson, Jordan","27.79","Stopwatch",""
"56","VTECH","35588","Dobie, Lauren","27.83","Stopwatch",""
"57","USFB","33393","Rykowski, Emilia","27.84","Stopwatch",""
"58","NEAST","28793","Guo, Deanna","27.85","Stopwatch",""
"58","CU","31989","Horan, Georgia","27.85","Stopwatch",""
"60","SCUW","31564","Ripke, Rachel","27.86","Stopwatch",""
"60","UALA","24246","Vaara, Kendall","27.86","Stopwatch",""
"62","UMD","22916","Oiler, Ashley","27.87","Stopwatch",""
"63","TCUSC","36693","Hand, Hope","27.88","Stopwatch",""
"64","TAMCS","33925","Shade, Caroline","27.90","Stopwatch",""
