"Rank","Club","CCS ID","Swimmer","Seed 													 														Time","Data Source","Finals 													 													Pl"
"1","LU","08522","Davidson, Matthew","49.86","Stopwatch",""
"2","FSUC","20739","Riordan, James","50.79","Stopwatch",""
"3","UVA","34035","Settembrine, Nicholas","50.95","Stopwatch",""
"4","CMU","18378","Webster, Luke","51.02","Stopwatch",""
"5","LU","33991","Rees, Jonah","51.26","Stopwatch",""
"6","FLOR","38213","Traynor, Michael","51.28","Stopwatch",""
"7","NCSU","23704","Baldwin, Daniel","51.36","Stopwatch",""
"8","ASU","34195","Hogan, Alex","51.78","Stopwatch",""
"9","PURD","34538","Sun, Ashton","51.81","Stopwatch",""
"10","PSU","21074","Strotheide, Ryan","52.04","Stopwatch",""
"11","SCUW","34779","Codevilla, Stephen","52.08","Stopwatch",""
"12","DUKE","34876","Pittala, Sritan","52.20","Stopwatch",""
"13","CAL","29363","Pak, Joshua","52.23","Stopwatch",""
"14","ASU","17849","Miller, Paul","52.32","Stopwatch",""
"15","ISC","36050","Zhao, Edward","52.34","Stopwatch",""
"16","UPENN","30428","Hann, Benjamin","52.38","Stopwatch",""
"17","UTES","33652","Giuliano, Jadon","52.41","Stopwatch",""
"18","BGCS","35660","Bushong, Evan","52.43","Stopwatch",""
"19","FSUC","36966","Szabo, Marcus","52.47","Stopwatch",""
"20","FSUC","17735","Marquez, Alexandro","52.65","Stopwatch",""
"21","TAMPA","28314","Gorman, Dax","53.12","Stopwatch",""
"21","UVA","34034","Janicki, Matthew","53.12","Stopwatch",""
"23","SLUSC","35450","Naji, Moody","53.16","Stopwatch",""
"24","LU","33992","Schuijt, Chaz","53.18","Stopwatch",""
"25","GTSC","21101","Smith, Benjamin","53.20","Stopwatch",""
"26","MOFO","35210","Gross, Will","53.26","Stopwatch",""
"27","CSOSU","21458","Guenther, Chase","53.32","Stopwatch",""
"27","NCSU","32137","Stuck, Evan","53.32","Stopwatch",""
"29","UCSD","29544","Ben Yoseph, Itay","53.33","Stopwatch",""
"30","UCONN","22754","Hennessy, Seamus","53.52","Stopwatch",""
"31","ISUSC","36930","Reiff, Theo","53.58","Stopwatch",""
"32","SCUW","34858","Michaels, Brady","53.72","Stopwatch",""
"33","UCLAS","39516","Yousefi, Alex","53.76","Stopwatch",""
"34","CMU","27656","Tyner, Ryan","53.84","Stopwatch",""
"35","UCFFL","25176","Christensen, Brandon","53.87","Stopwatch",""
"36","UCONN","15445","Datz, David","53.90","Stopwatch",""
"36","GCUC","29360","Larsen, Fredrik","53.90","Stopwatch",""
"38","UVA","34088","Mendoza, Ramses","53.98","Stopwatch",""
"39","GMUSC","30136","Gervase, Shaun","54.15","Stopwatch",""
"39","PURD","28747","Li, Ray","54.15","Stopwatch",""
"41","SCU","36968","Gorji, Aveed","54.20","Stopwatch",""
"42","W&M","33999","Bowman, Matthew","54.24","Stopwatch",""
"43","ASU","34704","Girle, Matthew","54.35","Stopwatch",""
"44","NDSC","36340","Tedesco, Braiden","54.47","Stopwatch",""
"45","UALA","39142","Dillon, Chase","54.52","Stopwatch",""
"46","UMCS","28295","Sautter, Joshua","54.59","Stopwatch",""
"47","VTECH","35764","Lan, Yuanrui","54.66","Stopwatch",""
"48","JMU","33736","Tiller, Grant","54.69","Stopwatch",""
"49","NUIL","36958","Choe, Hayoung","54.70","Stopwatch",""
"49","UMICH","16685","Flater, John","54.70","Stopwatch",""
"49","UCSD","23867","Frauenzimmer, Flip","54.70","Stopwatch",""
"52","VUSC","39474","Kilponen, William","54.77","Stopwatch",""
"52","STANF","16997","Palmer, Henry","54.77","Stopwatch",""
"52","TAMCS","33975","Picco, Adam","54.77","Stopwatch",""
"55","OSU","38541","Dutto, Garren","55.00","Stopwatch",""
"56","UCI","30142","Pisor, Ian","55.01","Stopwatch",""
"57","GVSU","28483","Harding, Mason","55.07","Stopwatch",""
"58","UCI","29998","Lau, Eric","55.12","Stopwatch",""
"59","AUCS","39642","Roth, Charles","55.22","Stopwatch",""
"60","UNL","39728","Coffey, Jared.","55.25","Stopwatch",""
"61","SCUW","36268","Braatz, Bennett","55.26","Stopwatch",""
"62","LU","22810","Blackstone, James","55.32","Stopwatch",""
"63","UTES","27302","Johnson, Ian","55.35","Stopwatch",""
"63","CU","28659","Wright, Tyler","55.35","Stopwatch",""
"65","UMD","22707","Mizui, Shar","55.44","Stopwatch",""
"66","SCAR","26649","Wang, Yijie","55.45","Stopwatch",""
"67","CPSC","36846","Naim, Joshua","55.48","Stopwatch",""
"68","PURD","13733","Trotter, Gavin","55.49","Stopwatch",""
"69","UMICH","37992","Holmberg, Evan","55.52","Stopwatch",""
"70","NDSC","25116","Hulse, Brandon","55.53","Stopwatch",""
"71","PURD","21816","Vatchev, Victor","55.55","Stopwatch",""
"72","UWSC","36793","Leary, Connor","55.62","Stopwatch",""
"73","CPSC","18326","Masten, Noah","55.63","Stopwatch",""
"74","NCSU","34354","Mei, Garlan","55.69","Stopwatch",""
"75","UVA","20042","Homan, Jaden","55.72","Stopwatch",""
"76","UCSD","36699","Radulescu, Alexander","55.86","Stopwatch",""
"77","UMD","22953","Bandak, Ziad","55.99","Stopwatch",""
"77","STANF","38715","Lupea, David","55.99","Stopwatch",""
"79","SCGSU","16727","Le, Alex","56.06","Stopwatch",""
"80","LU","22813","Dyer, Nathanael","56.08","Stopwatch",""
"80","LU","33989","Horton, Thomas","56.08","Stopwatch",""
"82","LU","28807","Grabinski, Thomas","56.11","Stopwatch",""
"82","AZCS","23871","Wehmeir, Caleb","56.11","Stopwatch",""
"84","GCUC","16138","Hoang, Tyler","56.13","Stopwatch",""
"84","UMCS","35682","Kitov, Vsevolod","56.13","Stopwatch",""
