"Rank","Club","CCS ID","Swimmer","Seed 													 														Time","Data Source","Finals 													 													Pl"
"1","CAL","18830","Jamieson, Joaquin","55.46","Stopwatch",""
"2","LU","22806","Delaney, Dillon","55.66","Stopwatch",""
"3","CAL","24508","Mefford, Ben","56.53","Stopwatch",""
"4","LU","33986","Caballero, Malachi","57.02","Stopwatch",""
"5","GCUC","16135","Jacobson, Jake","57.21","Stopwatch",""
"6","VUSC","39504","Maas, Kyle","57.39","Stopwatch",""
"7","FLOR","23939","Pokatragool, Pete","57.52","Stopwatch",""
"8","UCONN","09974","Anziano, Dominic","57.74","Stopwatch",""
"9","CAL","37453","Hsieh, Eugene","58.00","Stopwatch",""
"10","UVA","14058","Shortridge, Caden","58.16","Stopwatch",""
"11","NCSU","16738","Fawley, Dylan","58.35","Stopwatch",""
"12","VCU","39214","Liao, Eric","58.38","Stopwatch",""
"13","UCSD","29496","Campbell, Tyler","58.44","Stopwatch",""
"14","CAL","37547","Cao, Daniel","58.48","Stopwatch",""
"15","PURD","39752","Witty, Andrew","58.50","Stopwatch",""
"16","LU","29680","Stubbs, Kierro","58.55","Stopwatch",""
"17","UTK","38401","Chan, Connor","58.67","Stopwatch",""
"18","CPSC","30107","Lopez, Andrew","58.92","Stopwatch",""
"19","CPSC","24632","Flesner, Nathan","58.94","Stopwatch",""
"20","UCFFL","26426","Trujillo, Sebastian","59.00","Stopwatch",""
"21","ELON","08994","Cheifetz, Adam","59.15","Stopwatch",""
"22","UNFCS","30085","Kochmann, Lance","59.26","Stopwatch",""
"23","ISC","39539","Pedraza, Adan","59.35","Stopwatch",""
"24","TTUSC","38708","Bray, Zane","59.38","Stopwatch",""
"25","PURD","28711","Champion, Caleb","59.39","Stopwatch",""
"26","LU","16277","Suchyj, Tyler","59.69","Stopwatch",""
"27","UTES","27123","Yang, Edison","59.73","Stopwatch",""
"28","CORN","37894","Schedler, Brock","59.75","Stopwatch",""
"29","UGAS","38364","Fedke, Ethan","59.86","Stopwatch",""
"30","UVA","34166","Cross, Charlie","59.88","Stopwatch",""
"31","UTD","38625","Kurkal, Tarun","1:00.04","Stopwatch",""
"31","DUKE","15735","Liu, Alec","1:00.04","Stopwatch",""
"33","FSUC","18212","Rosal, Gareth","1:00.08","Stopwatch",""
"34","UTD","38622","Leong, Ivan","1:00.10","Stopwatch",""
"35","UCSD","24502","Oquendo, Dylan","1:00.13","Stopwatch",""
"36","STANF","24225","Weis, Matthew","1:00.23","Stopwatch",""
"37","ISUSC","32960","Behrens, Blake","1:00.29","Stopwatch",""
"38","PURD","28846","Foucu, Matthieu","1:00.34","Stopwatch",""
"39","DUCS","29387","Poag, Jack","1:00.36","Stopwatch",""
"40","NEAST","25527","Yu, Xavier","1:00.46","Stopwatch",""
"41","OSU","38571","Cornwell-Arquitt, Luke","1:00.48","Stopwatch",""
"42","CSOSU","21336","Deerwester, Mason","1:00.50","Stopwatch",""
"43","CSOSU","26506","Van Cott, Josh","1:00.60","Stopwatch",""
"43","AUB","34302","Vogt, Jacob","1:00.60","Stopwatch",""
"45","SBU","29765","Chau, Calvin","1:00.70","Stopwatch",""
"46","ASU","34246","De Guzman, Melvin","1:00.71","Stopwatch",""
"47","MIZZ","36084","Realina, Raphael","1:00.75","Stopwatch",""
"48","GVSU","28642","Gardner, Brandon","1:00.76","Stopwatch",""
"48","UPENN","23595","Nachod, Ben","1:00.76","Stopwatch",""
"50","PURD","30156","Thornewell, Danny","1:00.77","Stopwatch",""
"51","BROWN","25666","Block, Copeland","1:00.78","Stopwatch",""
"52","UCLAS","38059","Lee, Sam","1:00.79","Stopwatch",""
"53","FSUC","35238","Mirsaderov, Nik","1:00.83","Stopwatch",""
"54","UNCCH","37831","Beck, Anderson","1:00.87","Stopwatch",""
"55","BGCS","38702","Fazio, Dane","1:00.91","Stopwatch",""
"56","GCUC","27815","Cook, Jacob","1:00.95","Stopwatch",""
"57","GWCS","16080","Veres, Barney","1:01.02","Stopwatch",""
"58","FSUC","34767","Feller, Curtis","1:01.03","Stopwatch",""
"59","FLOR","29601","Whitaker, Matt","1:01.05","Stopwatch",""
"60","DUKE","15717","Simmons, Charlie","1:01.08","Stopwatch",""
"60","UTES","26483","Yoked, Reef","1:01.08","Stopwatch",""
"62","MIZZ","36216","Krueger, Noah","1:01.09","Stopwatch",""
"63","AZCS","37145","Curtis, Caleb","1:01.14","Stopwatch",""
"64","NCSU","14546","McDevitt, Liam","1:01.16","Stopwatch",""
"65","UCSD","30447","Kim, Lucas","1:01.21","Stopwatch",""
"66","UNCCH","24978","Clarkson, Aidan","1:01.26","Stopwatch",""
"66","ECS","26751","Miao, Mikael","1:01.26","Stopwatch",""
"68","GTSC","20780","Pianoto, Matthew","1:01.27","Stopwatch",""
"69","UPENN","28997","Chang, Dominic","1:01.28","Stopwatch",""
"70","LU","08525","Helsby, Carter","1:01.35","Stopwatch",""
"71","CPSC","17158","Cunnan, Calvin","1:01.39","Stopwatch",""
"71","UPENN","38574","Liu, Mason","1:01.39","Stopwatch",""
"73","ASU","34235","Stevens, Ryder","1:01.43","Stopwatch",""
"74","ASU","33023","Woods, Cooper","1:01.54","Stopwatch",""
"75","SCIU","17076","Schlyer, Ryan","1:01.58","Stopwatch",""
"76","USU","26725","Bernhardt, Spencer","1:01.60","Stopwatch",""
"77","ISUSC","23603","Copple, Carson","1:01.66","Stopwatch",""
"77","UMCS","35820","Gerber, Jeff","1:01.66","Stopwatch",""
"79","UCONN","38635","Katra, Marko","1:01.70","Stopwatch",""
"80","GTOWN","25399","Maconochie, Ethan","1:01.75","Stopwatch",""
"81","UCR","24966","Zhou, Michael","1:01.78","Stopwatch",""
"82","UNCCH","20461","Zamudio, Jack","1:01.80","Stopwatch",""
"83","NDSC","37584","Schaars, Kevin","1:01.84","Stopwatch",""
"84","CSOSU","35551","Cardwell, Jackson","1:01.87","Stopwatch",""
"84","UCCS","26307","Schoelwer, Sean","1:01.87","Stopwatch",""
"86","UOFO","31688","Cheng, Brandon","1:01.88","Stopwatch",""
"87","GMUSC","30588","Riedl, Finn","1:01.91","Stopwatch",""
"88","YALE","25762","Zhu, Vincent","1:01.92","Stopwatch",""
"89","DUKE","30337","Yae, James","1:01.97","Stopwatch",""
"90","UTES","20675","Savinovich, Luke","1:01.98","Stopwatch",""
"91","SCUW","21750","Dehnke, AJ","1:02.01","Stopwatch",""
"91","ISC","30041","Xie, Orlando","1:02.01","Stopwatch",""
"93","TAMCS","20563","Arnold, Logan","1:02.02","Stopwatch",""
"93","UNCCH","35922","Kim, Jeremy","1:02.02","Stopwatch",""
"95","ISC","15005","Fenixdy, Darren","1:02.03","Stopwatch",""
"96","CSOSU","38196","Miller, Mason","1:02.09","Stopwatch",""
"96","CAL","37585","Wu, Dylan","1:02.09","Stopwatch",""
"98","LUSC","37955","Babka, Alex","1:02.10","Stopwatch",""
"98","CU","20506","Kubina, Mitchell","1:02.10","Stopwatch",""
"100","UCSD","20579","Feng, Garrett","1:02.18","Stopwatch",""
"101","UCONN","15449","Cocchiola, Jonathan","1:02.19","Stopwatch",""
"101","CMUCS","28431","Wong, Andrew","1:02.19","Stopwatch",""
"101","UCSD","22920","Wong, Andrew","1:02.19","Stopwatch",""
"104","UOFO","17497","Southall, Luke","1:02.20","Stopwatch",""
"105","ASU","24119","Guidry, Jordan","1:02.23","Stopwatch",""
"106","UNCCH","22090","Wilson, Lucas","1:02.24","Stopwatch",""
"107","ISC","29905","Walby, Philip","1:02.26","Stopwatch",""
"108","CMUCS","17893","Crotty, Michael","1:02.27","Stopwatch",""
"108","UVA","14161","Schaefer, Alexander","1:02.27","Stopwatch",""
"110","PITT","30304","Davis, Andrew","1:02.32","Stopwatch",""
"111","GTSC","34218","Abdo, Adel","1:02.33","Stopwatch",""
"112","PURD","28757","Perri, Roman","1:02.37","Stopwatch",""
"112","UOFO","38567","Tsubota, Chase","1:02.37","Stopwatch",""
"114","WUSTL","35773","Chen, William","1:02.41","Stopwatch",""
"114","CMUCS","17839","Xu, Gordon","1:02.41","Stopwatch",""
"116","UTES","33741","Collins, Steven","1:02.49","Stopwatch",""
"117","PSU","34857","Koptyra, Zachary","1:02.52","Stopwatch",""
"118","UNCCH","35070","Koo, Raphael","1:02.53","Stopwatch",""
"119","MN","22948","Blas, Avery","1:02.60","Stopwatch",""
"120","UCR","18467","Tran, Ethan","1:02.61","Stopwatch",""
"121","UALA","36725","Murdock, Paul","1:02.62","Stopwatch",""
"122","NEAST","18455","Tang, Erik","1:02.64","Stopwatch",""
"123","NUIL","37102","Liu, Kevin","1:02.69","Stopwatch",""
"124","PURD","28708","Liu, Allan","1:02.70","Stopwatch",""
"125","USU","32118","Wonka, Charles","1:02.73","Stopwatch",""
"126","TTUSC","32068","Sander, George","1:02.75","Stopwatch",""
"127","SCUW","38605","Dorn, Noah","1:02.76","Stopwatch",""
"127","SCUW","24626","Steffen, Chuck","1:02.76","Stopwatch",""
"129","NDSC","36316","Senese, Matthew","1:02.78","Stopwatch",""
"130","SCUW","13803","Bohachek, Ian","1:02.80","Stopwatch",""
"130","PURD","13702","Kwon, Brian","1:02.80","Stopwatch",""
"132","WUSTL","36080","Bocsi, Daniel","1:02.81","Stopwatch",""
"132","GTSC","13920","Donahoe, John","1:02.81","Stopwatch",""
"134","ISC","15940","Chen, Justin","1:02.84","Stopwatch",""
"134","MN","29845","Kolesnikov, Oleg","1:02.84","Stopwatch",""
"136","CWRU","36642","Qin, Charlie","1:02.85","Stopwatch",""
"137","SANTA","29497","Galabow, Jacob","1:02.86","Stopwatch",""
"138","UCR","38359","Chang, Cole","1:02.89","Stopwatch",""
"139","DUCS","24914","Heisman, Andrew","1:02.93","Stopwatch",""
"139","ECS","39325","Lewandowski, Shunji","1:02.93","Stopwatch",""
"139","USFB","35965","Mitchell, Benjamin","1:02.93","Stopwatch",""
"142","UMCS","28269","Mei, Ian","1:02.95","Stopwatch",""
